,case_number,type,country,area,location,species_,date,mes,fatal_(y/n)_limpio,sex,country_,year,age
3555,2000.03.31,Unprovoked,Unknown,,,Unspecified,31-Mar-2000,Mar,N,M,,1991.5833443275412,25.0
3556,2000.03.30,Unprovoked,Unknown,,,Unspecified,30-Mar-2000,Mar,N,M,,1991.5833443275412,25.0
3557,2000.03.26,Unprovoked,Unknown,,,Unspecified,26-Mar-2000,Mar,N,M,,1991.5833443275412,25.0
3558,2000.03.24,Unprovoked,Unknown,,,Unspecified,24-Mar-2000,Mar,N,M,,1991.5833443275412,25.0
3559,2000.03.15,Unprovoked,Unknown,,,Unspecified,15-Mar-2000,Mar,Y,F,,1991.5833443275412,25.0
3560,2000.03.14,Unprovoked,Unknown,,,Unspecified,14-Mar-2000,Mar,N,M,,1991.5833443275412,25.0
3561,2000.03.10,Unprovoked,Unknown,,,Unspecified,10-Mar-2000,Mar,N,M,,1991.5833443275412,25.0
3562,2000.03.09,Unprovoked,Unknown,,,Unspecified,09-Mar-2000,Mar,N,M,,1991.5833443275412,25.0
3563,2000.03.03.R,Unprovoked,Unknown,,,Unspecified,Reported      03-Mar-2000,Mar,Unknown,F,,1991.5833443275412,25.0
3564,2000.03.02,Unprovoked,Unknown,,,Unspecified,02-Mar-2000,Mar,N,M,,1991.5833443275412,25.0
3565,2000.03.00,Unprovoked,Unknown,,,Unspecified,Mar-2000,,N,M,,1991.5833443275412,25.0
3566,2000.02.21,Unprovoked,Unknown,,,Unspecified,21-Feb-2000,Feb,N,F,,1991.5833443275412,25.0
3567,2000.02.19,Unprovoked,Unknown,,,Unspecified,19-Feb-2000,Feb,N,M,,1991.5833443275412,25.0
3568,2000.02.14,Unprovoked,Unknown,,,Unspecified,14-Feb-2000,Feb,N,M,,1991.5833443275412,25.0
3569,2000.02.03,Unprovoked,Unknown,,,Unspecified,03-Feb-2000,Feb,N,F,,1991.5833443275412,25.0
3570,2000.02.01,Unprovoked,Unknown,,,Unspecified,01-Feb-2000,Feb,N,F,,1991.5833443275412,25.0
3571,2000.01.28.R,Unprovoked,Unknown,,,Unspecified,Reported 28-Jan-2000,Jan,Y,F,,1991.5833443275412,25.0
3572,2000.01.05,Unprovoked,Unknown,,,Unspecified,05-Jan-2000,Jan,Y,M,,1991.5833443275412,25.0
3573,2000.00.00,Unprovoked,Unknown,,,Unspecified,2000,,N,M,,1991.5833443275412,25.0
3574,1999.12.31.c,Unprovoked,Unknown,,,Unspecified,31-Dec-1999,Dec,N,M,,1991.5833443275412,25.0
3575,1999.12.31.b,Unprovoked,Unknown,,,Unspecified,31-Dec-1999,Dec,N,F,,1991.5833443275412,25.0
3576,1999.12.31.a,Unprovoked,Unknown,,,Unspecified,31-Dec-1999,Dec,N,F,,1991.5833443275412,25.0
3577,1999.12.26,Unprovoked,Unknown,,,Unspecified,26-Dec-1999,Dec,N,F,,1991.5833443275412,25.0
3578,1999.12.14,Unprovoked,Unknown,,,Unspecified,14-Dec-1999,Dec,Unknown,M,,1991.5833443275412,25.0
3579,1999.12.06,Unprovoked,Unknown,,,Unspecified,06-Dec-1999,Dec,N,F,,1991.5833443275412,25.0
3580,1999.12.02,Unprovoked,Unknown,,,Unspecified,02-Dec-1999,Dec,N,F,,1991.5833443275412,25.0
3581,1999.11.30,Unprovoked,Unknown,,,Unspecified,30-Nov-1999,Nov,N,F,,1991.5833443275412,25.0
3582,1999.11.23,Unprovoked,Unknown,,,Unspecified,23-Nov-1999,Nov,N,M,,1991.5833443275412,25.0
3583,1999.11.15,Unprovoked,Unknown,,,Unspecified,15-Nov-1999,Nov,N,M,,1991.5833443275412,25.0
3584,1999.11.13,Unprovoked,Unknown,,,Unspecified,13 -Nov-1999,Nov,N,F,,1991.5833443275412,25.0
3585,1999.11.06,Unprovoked,Unknown,,,Unspecified,06-Nov-1999,Nov,N,M,,1991.5833443275412,25.0
3586,1999.11.00.b,Unprovoked,Unknown,,,Unspecified,Nov-1999,,N,M,,1991.5833443275412,25.0
3587,1999.11.00.a,Unprovoked,Unknown,,,Unspecified,Nov-1999,,N,F,,1991.5833443275412,25.0
3588,1999.10.30.b,Unprovoked,Unknown,,,Unspecified,30-Oct-1999,Oct,N,M,,1991.5833443275412,25.0
3589,1999.10.30.a,Unprovoked,Unknown,,,Unspecified,30-Oct-1999,Oct,N,M,,1991.5833443275412,25.0
3590,1999.10.20,Unprovoked,Unknown,,,Unspecified,20-Oct-1999,Oct,N,M,,1991.5833443275412,25.0
3591,1999.10.01,Unprovoked,Unknown,,,Unspecified,01-Oct-1999,Oct,N,F,,1991.5833443275412,25.0
3592,1999.09.29,Unprovoked,Unknown,,,Unspecified,29-Sep-1999,Sep,N,M,,1991.5833443275412,25.0
3593,1999.09.24,Unprovoked,Unknown,,,Unspecified,24-Sep-1999,Sep,N,M,,1991.5833443275412,25.0
3594,1999.09.18,Unprovoked,Unknown,,,Unspecified,19-Sep-1999,Sep,N,M,,1991.5833443275412,25.0
3595,1999.09.16,Unprovoked,Unknown,,,Unspecified,Reported 16-Sep-1999,Sep,N,M,,1991.5833443275412,25.0
3596,1999.09.10,Unprovoked,Unknown,,,Unspecified,10-Sep-1999,Sep,N,M,,1991.5833443275412,25.0
3597,1999.09.05,Unprovoked,Unknown,,,Unspecified,05-Sep-1999,Sep,N,F,,1991.5833443275412,25.0
3598,1999.09.04.b,Unprovoked,Unknown,,,Unspecified,04-Sep-1999,Sep,N,M,,1991.5833443275412,25.0
3599,1999.09.04.a,Unprovoked,Unknown,,,Unspecified,04-Sep-1999,Sep,N,F,,1991.5833443275412,25.0
3600,1999.08.26,Unprovoked,Unknown,,,Unspecified,26-Aug-1999,Aug,N,M,,1991.5833443275412,25.0
3601,1999.08.24,Unprovoked,Unknown,,,Unspecified,24-Aug-1999,Aug,N,M,,1991.5833443275412,25.0
3602,1999.08.23,Unprovoked,Unknown,,,Unspecified,23-Aug-1999,Aug,N,M,,1991.5833443275412,25.0
3603,1999.08.21,Unprovoked,Unknown,,,Unspecified,21-Aug-1999,Aug,N,M,,1991.5833443275412,25.0
3604,1999.08.16,Unprovoked,Unknown,,,Unspecified,16-Aug-1999,Aug,N,F,,1991.5833443275412,25.0
3605,1999.08.05.a,Unprovoked,Unknown,,,Unspecified,05-Aug-1999,Aug,N,F,,1991.5833443275412,25.0
3606,1999.08.05,Unprovoked,Unknown,,,Unspecified,05-Aug-1999,Aug,N,M,,1991.5833443275412,25.0
3607,1999.07.29,Unprovoked,Unknown,,,Unspecified,29-Jul-1999,Jul,N,F,,1991.5833443275412,25.0
3608,1999.07.26,Unprovoked,Unknown,,,Unspecified,26-Jul-1999,Jul,N,F,,1991.5833443275412,25.0
3609,1999.07.21,Unprovoked,Unknown,,,Unspecified,21-Jul-1999,Jul,N,F,,1991.5833443275412,25.0
3610,1999.07.15,Unprovoked,Unknown,,,Unspecified,15-Jul-1999,Jul,Y,M,,1991.5833443275412,25.0
3611,1999.07.06,Unprovoked,Unknown,,,Unspecified,06-Jul-1999,Jul,N,M,,1991.5833443275412,25.0
3612,1999.07.04,Unprovoked,Unknown,,,Unspecified,04-Jul-1999,Jul,N,F,,1991.5833443275412,25.0
3613,1999.07.03,Unprovoked,Unknown,,,Unspecified,03-Jul-1999,Jul,N,F,,1991.5833443275412,25.0
3614,1999.06.19,Unprovoked,Unknown,,,Unspecified,19-Jun-1999,Jun,N,F,,1991.5833443275412,25.0
3615,1999.06.17,Unprovoked,Unknown,,,Unspecified,17-Jun-1999,Jun,N,F,,1991.5833443275412,25.0
3616,1999.06.12,Unprovoked,Unknown,,,Unspecified,12-Jun-1999,Jun,N,F,,1991.5833443275412,25.0
3617,1999.06.09,Unprovoked,Unknown,,,Unspecified,09-Jun-1999,Jun,N,M,,1991.5833443275412,25.0
3618,1999.05.29,Unprovoked,Unknown,,,Unspecified,29-May-1999,May,Y,F,,1991.5833443275412,25.0
3619,1999.05.01,Unprovoked,Unknown,,,Unspecified,01-May-1999,May,N,M,,1991.5833443275412,25.0
3620,1999.04.22,Unprovoked,Unknown,,,Unspecified,22-Apr-1999,Apr,N,M,,1991.5833443275412,25.0
3621,1999.04.11,Unprovoked,Unknown,,,Unspecified,11-Apr-1999,Apr,Y,M,,1991.5833443275412,25.0
3622,1999.04.01,Unprovoked,Unknown,,,Unspecified,01-Apr-1999,Apr,N,M,,1991.5833443275412,25.0
3623,1999.03.18.R,Unprovoked,Unknown,,,Unspecified,Reported 18-Mar-1999 ,Mar,N,F,,1991.5833443275412,25.0
3624,1999.03.18.b,Unprovoked,Unknown,,,Unspecified,18-Mar-1999,Mar,N,M,,1991.5833443275412,25.0
3625,1999.03.18.a,Unprovoked,Unknown,,,Unspecified,18-Mar-1999,Mar,Y,M,,1991.5833443275412,25.0
3626,1999.03.14.b,Unprovoked,Unknown,,,Unspecified,14-Mar-1999,Mar,N,M,,1991.5833443275412,25.0
3627,1999.03.14.a,Unprovoked,Unknown,,,Unspecified,14-Mar-1999,Mar,N,F,,1991.5833443275412,25.0
3628,1999.03.08,Unprovoked,Unknown,,,Unspecified,08-Mar-1999,Mar,N,F,,1991.5833443275412,25.0
3629,1999.03.05,Unprovoked,Unknown,,,Unspecified,05-Mar-1999,Mar,N,M,,1991.5833443275412,25.0
3630,1999.02.26.R,Unprovoked,Unknown,,,Unspecified,26-Feb-1999,Feb,N,F,,1991.5833443275412,25.0
3631,1999.02.23,Unprovoked,Unknown,,,Unspecified,23-Feb-1999,Feb,N,M,,1991.5833443275412,25.0
3632,1999.02.03,Unprovoked,Unknown,,,Unspecified,03-Feb-1999,Feb,N,M,,1991.5833443275412,25.0
3633,1999.01.29,Unprovoked,Unknown,,,Unspecified,29-Jan-1999,Jan,N,F,,1991.5833443275412,25.0
3634,1999.01.13,Unprovoked,Unknown,,,Unspecified, 13-Jan-1999,Jan,N,M,,1991.5833443275412,25.0
3635,1999.01.07,Unprovoked,Unknown,,,Unspecified,01-Jan-1999,Jan,N,F,,1991.5833443275412,25.0
3636,1999.01.03.R,Unprovoked,Unknown,,,Unspecified,Reported 03-Jan-1999,Jan,Unknown,M,,1991.5833443275412,25.0
3637,1999.01.03,Unprovoked,Unknown,,,Unspecified,03-Jan-1999,Jan,Y,F,,1991.5833443275412,25.0
3638,1999.00.00.b,Unprovoked,Unknown,,,Unspecified,1999,,N,F,,1991.5833443275412,25.0
3639,1999.00.00.a,Unprovoked,Unknown,,,Unspecified,1999,,Unknown,F,,1991.5833443275412,25.0
3640,1998.12.24,Unprovoked,Unknown,,,Unspecified,24-Dec-1998,Dec,N,F,,1991.5833443275412,25.0
3641,1998.12.22,Unprovoked,Unknown,,,Unspecified,22-Dec-1998,Dec,N,F,,1991.5833443275412,25.0
3642,1998.12.20.R,Unprovoked,Unknown,,,Unspecified,Reported 20-Dec-1998,Dec,N,F,,1991.5833443275412,25.0
3643,1998.12.18,Unprovoked,Unknown,,,Unspecified,18-Dec-1998,Dec,N,F,,1991.5833443275412,25.0
3644,1998.12.15,Unprovoked,Unknown,,,Unspecified,15-Dec-1998,Dec,N,M,,1991.5833443275412,25.0
3645,1998.11.21,Unprovoked,Unknown,,,Unspecified,21-Nov-1998,Nov,Y,M,,1991.5833443275412,25.0
3646,1998.11.14,Unprovoked,Unknown,,,Unspecified,14-Nov-1998,Nov,N,M,,1991.5833443275412,25.0
3647,1998.11.11,Unprovoked,Unknown,,,Unspecified,11-Nov-1998,Nov,N,F,,1991.5833443275412,25.0
3648,1998.11.05,Unprovoked,Unknown,,,Unspecified,05-Nov-1998,Nov,N,F,,1991.5833443275412,25.0
3649,1998.11.02.b,Unprovoked,Unknown,,,Unspecified,02-Nov-1998,Nov,N,M,,1991.5833443275412,25.0
3650,1998.11.02.a,Unprovoked,Unknown,,,Unspecified,02-Nov-1998,Nov,Y,M,,1991.5833443275412,25.0
3651,1998.10.24,Unprovoked,Unknown,,,Unspecified,24-Oct-1998,Oct,N,F,,1991.5833443275412,25.0
3652,1998.10.18,Unprovoked,Unknown,,,Unspecified,18-Oct-1998,Oct,N,M,,1991.5833443275412,25.0
3653,1998.10.10,Unprovoked,Unknown,,,Unspecified,10-Oct-1998,Oct,N,M,,1991.5833443275412,25.0
3654,1998.10.04,Unprovoked,Unknown,,,Unspecified,04-Oct-1998,Oct,N,F,,1991.5833443275412,25.0
3655,1998.10.01.b,Unprovoked,Unknown,,,Unspecified,01-Oct-1998,Oct,N,M,,1991.5833443275412,25.0
3656,1998.10.01.a,Unprovoked,Unknown,,,Unspecified,01-Oct-1998,Oct,N,M,,1991.5833443275412,25.0
3657,1998.09.27,Unprovoked,Unknown,,,Unspecified,27-Sep-1998,Sep,N,F,,1991.5833443275412,25.0
3658,1998.09.22,Unprovoked,Unknown,,,Unspecified,22-Sep-1998,Sep,N,M,,1991.5833443275412,25.0
3659,1998.09.16.R,Unprovoked,Unknown,,,Unspecified,Reported 16-Sep-1998,Sep,N,F,,1991.5833443275412,25.0
3660,1998.09.14,Unprovoked,Unknown,,,Unspecified,14-Sep-1998,Sep,N,M,,1991.5833443275412,25.0
3661,1998.09.00,Unprovoked,Unknown,,,Unspecified,Sep-1998,,N,F,,1991.5833443275412,25.0
3662,1998.08.30,Unprovoked,Unknown,,,Unspecified,30-Aug-1998,Aug,N,F,,1991.5833443275412,25.0
3663,1998.08.27,Unprovoked,Unknown,,,Unspecified,27-Aug-1998,Aug,Unknown,M,,1991.5833443275412,25.0
3664,1998.08.26,Unprovoked,Unknown,,,Unspecified,26-Aug-1998,Aug,N,F,,1991.5833443275412,25.0
3665,1998.08.23.R,Unprovoked,Unknown,,,Unspecified,Reported      23-Aug-1998,Aug,N,F,,1991.5833443275412,25.0
3666,1998.08.15,Unprovoked,Unknown,,,Unspecified,15-Aug-1998,Aug,N,M,,1991.5833443275412,25.0
3667,1998.08.13,Unprovoked,Unknown,,,Unspecified,13-Aug-1998,Aug,N,M,,1991.5833443275412,25.0
3668,1998.08.12,Unprovoked,Unknown,,,Unspecified,12-Aug-1998,Aug,N,M,,1991.5833443275412,25.0
3669,1998.08.01.b,Unprovoked,Unknown,,,Unspecified,01-Aug-1998,Aug,N,F,,1991.5833443275412,25.0
3670,1998.08.01.a,Unprovoked,Unknown,,,Unspecified,01-Aug-1998,Aug,N,M,,1991.5833443275412,25.0
3671,1998.07.26,Unprovoked,Unknown,,,Unspecified,26-Jul-1998,Jul,N,F,,1991.5833443275412,25.0
3672,1998.07.25,Unprovoked,Unknown,,,Unspecified,25-Jul-1998,Jul,N,F,,1991.5833443275412,25.0
3673,1998.07.06.b,Unprovoked,Unknown,,,Unspecified,06-Jul-1998,Jul,N,M,,1991.5833443275412,25.0
3674,1998.07.11,Unprovoked,Unknown,,,Unspecified,11-Jul-1998,Jul,N,F,,1991.5833443275412,25.0
3675,1998.07.06.a,Unprovoked,Unknown,,,Unspecified,06-Jul-1998,Jul,N,F,,1991.5833443275412,25.0
3676,1998.06.28.a,Unprovoked,Unknown,,,Unspecified,28-Jun-1998,Jun,Y,M,,1991.5833443275412,25.0
3677,1998.06.22,Unprovoked,Unknown,,,Unspecified,22-Jun-1998,Jun,Y,M,,1991.5833443275412,25.0
3678,1998.06.08,Unprovoked,Unknown,,,Unspecified,08-Jun-1998,Jun,N,F,,1991.5833443275412,25.0
3679,1998.06.05,Unprovoked,Unknown,,,Unspecified,05-Jun-1998,Jun,N,F,,1991.5833443275412,25.0
3680,1998.05.30,Unprovoked,Unknown,,,Unspecified,30-May-1998,May,N,F,,1991.5833443275412,25.0
3681,1998.05.29.b,Unprovoked,Unknown,,,Unspecified,29-May-1998,May,N,M,,1991.5833443275412,25.0
3682,1998.05.29.a,Unprovoked,Unknown,,,Unspecified,29-May-1998,May,N,F,,1991.5833443275412,25.0
3683,1998.05.25,Unprovoked,Unknown,,,Unspecified,25-May-1998,May,N,F,,1991.5833443275412,25.0
3684,1998.05.16.c,Unprovoked,Unknown,,,Unspecified,16-May-1998,May,N,F,,1991.5833443275412,25.0
3685,1998.05.16.b,Unprovoked,Unknown,,,Unspecified,16-May-1998,May,N,M,,1991.5833443275412,25.0
3686,1998.05.16.a,Unprovoked,Unknown,,,Unspecified,16-May-1998,May,N,F,,1991.5833443275412,25.0
3687,1998.04.26,Unprovoked,Unknown,,,Unspecified,26-Apr-1998,Apr,Y,M,,1991.5833443275412,25.0
3688,1998.04.21,Unprovoked,Unknown,,,Unspecified,21-Apr-1998,Apr,N,M,,1991.5833443275412,25.0
3689,1998.04.17,Unprovoked,Unknown,,,Unspecified,17-Apr-1998,Apr,N,F,,1991.5833443275412,25.0
3690,1998.04.01,Unprovoked,Unknown,,,Unspecified,01-Apr-1998,Apr,Y,M,,1991.5833443275412,25.0
3691,1998.04.00,Unprovoked,Unknown,,,Unspecified,Apr-1998,,N,M,,1991.5833443275412,25.0
3692,1998.03.31,Unprovoked,Unknown,,,Unspecified,31-Mar-1998,Mar,N,M,,1991.5833443275412,25.0
3693,1998.03.15,Unprovoked,Unknown,,,Unspecified,15-Mar-1998,Mar,N,F,,1991.5833443275412,25.0
3694,1998.03.08.a,Unprovoked,Unknown,,,Unspecified,08-Mar-1998,Mar,N,M,,1991.5833443275412,25.0
3695,1998.02.23,Unprovoked,Unknown,,,Unspecified,23-Feb-1998,Feb,N,M,,1991.5833443275412,25.0
3696,1998.01.28.R ,Unprovoked,Unknown,,,Unspecified,Reported 28-Jan-1998,Jan,Unknown,M,,1991.5833443275412,25.0
3697,1998.01.28.a,Unprovoked,Unknown,,,Unspecified,Jan-1998,,N,M,,1991.5833443275412,25.0
3698,1998.01.25.b,Unprovoked,Unknown,,,Unspecified,25-Jan-1998,Jan,Y,M,,1991.5833443275412,25.0
3699,1998.01.25.a,Unprovoked,Unknown,,,Unspecified,25-Jan-1998,Jan,N,F,,1991.5833443275412,25.0
3700,1998.01.17,Unprovoked,Unknown,,,Unspecified,17-Jan-1998,Jan,N,M,,1991.5833443275412,25.0
3701,1998.01.14,Unprovoked,Unknown,,,Unspecified,14-Jan-1998,Jan,N,F,,1991.5833443275412,25.0
3702,1998.00.00.c,Unprovoked,Unknown,,,Unspecified,1998,,Y,F,,1991.5833443275412,25.0
3703,1998.00.00.b,Unprovoked,Unknown,,,Unspecified,1998,,Y,F,,1991.5833443275412,25.0
3704,1998.00.00.a,Unprovoked,Unknown,,,Unspecified,1998 ,,N,F,,1991.5833443275412,25.0
3705,1997.12.28.b,Unprovoked,Unknown,,,Unspecified,28-Dec-1997,Dec,Y,F,,1991.5833443275412,25.0
3706,1997.12.28.a,Unprovoked,Unknown,,,Unspecified,28-Dec-1997,Dec,N,F,,1991.5833443275412,25.0
3707,1997.12.25.b,Unprovoked,Unknown,,,Unspecified,25-Dec-1997,Dec,Unknown,F,,1991.5833443275412,25.0
3708,1997.12.25.a,Unprovoked,Unknown,,,Unspecified,25-Dec-1997,Dec,N,M,,1991.5833443275412,25.0
3709,1997.11.09,Unprovoked,Unknown,,,Unspecified,09-Nov-1997,Nov,N,F,,1991.5833443275412,25.0
3710,1997.11.05.R,Unprovoked,Unknown,,,Unspecified,Reported 05-Nov-1997,Nov,N,M,,1991.5833443275412,25.0
3711,1997.11.05,Unprovoked,Unknown,,,Unspecified, 05-Nov-1997,Nov,Unknown,F,,1991.5833443275412,25.0
3712,1997.10.28.b,Unprovoked,Unknown,,,Unspecified,28-Oct-1997,Oct,N,M,,1991.5833443275412,25.0
3713,1997.10.28.a,Unprovoked,Unknown,,,Unspecified,28-Oct-1997,Oct,N,M,,1991.5833443275412,25.0
3714,1997.10.24,Unprovoked,Unknown,,,Unspecified,24-Oct-1997,Oct,N,M,,1991.5833443275412,25.0
3715,1997.10.21,Unprovoked,Unknown,,,Unspecified,21-Oct-1997,Oct,N,F,,1991.5833443275412,25.0
3716,1997.10.11.R,Unprovoked,Unknown,,,Unspecified,Reported 11-Oct-1997,Oct,N,M,,1991.5833443275412,25.0
3717,1997.10.04,Unprovoked,Unknown,,,Unspecified,04-Oct-1997,Oct,N,F,,1991.5833443275412,25.0
3718,1997.09.16,Unprovoked,Unknown,,,Unspecified,16-Sep-1997,Sep,Y,F,,1991.5833443275412,25.0
3719,1997.09.09,Unprovoked,Unknown,,,Unspecified,09-Sep-1997,Sep,N,F,,1991.5833443275412,25.0
3720,1997.09.08,Unprovoked,Unknown,,,Unspecified,08-Sep-1997,Sep,N,F,,1991.5833443275412,25.0
3721,1997.09.06,Unprovoked,Unknown,,,Unspecified,06-Sep-1997,Sep,N,M,,1991.5833443275412,25.0
3722,1997.08.30,Unprovoked,Unknown,,,Unspecified,30-Aug-1997,Aug,N,M,,1991.5833443275412,25.0
3723,1997.08.27,Unprovoked,Unknown,,,Unspecified,27-Aug-1997,Aug,N,F,,1991.5833443275412,25.0
3724,1997.08.24,Unprovoked,Unknown,,,Unspecified,24-Aug-1997,Aug,N,F,,1991.5833443275412,25.0
3725,1997.08.14.b,Unprovoked,Unknown,,,Unspecified,14-Aug-1997,Aug,Unknown,M,,1991.5833443275412,25.0
3726,1997.08.14.a,Unprovoked,Unknown,,,Unspecified,14-Aug-1997,Aug,Y,M,,1991.5833443275412,25.0
3727,1997.08.11.c,Unprovoked,Unknown,,,Unspecified,11-Aug-1997,Aug,N,F,,1991.5833443275412,25.0
3728,1997.08.11.b,Unprovoked,Unknown,,,Unspecified,11-Aug-1997,Aug,N,F,,1991.5833443275412,25.0
3729,1997.08.11.a,Unprovoked,Unknown,,,Unspecified,11-Aug-1997,Aug,Y,F,,1991.5833443275412,25.0
3730,1997.08.10,Unprovoked,Unknown,,,Unspecified,10-Aug-1997,Aug,N,M,,1991.5833443275412,25.0
3731,1997.08.09,Unprovoked,Unknown,,,Unspecified,09-Aug-1997,Aug,N,M,,1991.5833443275412,25.0
3732,1997.08.05,Unprovoked,Unknown,,,Unspecified,05-Aug-1997,Aug,N,M,,1991.5833443275412,25.0
3733,1997.08.04,Unprovoked,Unknown,,,Unspecified,04-Aug-1997,Aug,N,M,,1991.5833443275412,25.0
3734,1997.08.02.b,Unprovoked,Unknown,,,Unspecified,02-Aug-1997,Aug,N,F,,1991.5833443275412,25.0
3735,1997.08.02.a,Unprovoked,Unknown,,,Unspecified,02-Aug-1997,Aug,N,M,,1991.5833443275412,25.0
3736,1997.07.27,Unprovoked,Unknown,,,Unspecified,27-Jul-1997,Jul,N,F,,1991.5833443275412,25.0
3737,1997.07.21,Unprovoked,Unknown,,,Unspecified,21-Jul-1997,Jul,Y,M,,1991.5833443275412,25.0
3738,1997.07.17,Unprovoked,Unknown,,,Unspecified,17-Jul-1997,Jul,N,M,,1991.5833443275412,25.0
3739,1997.07.14,Unprovoked,Unknown,,,Unspecified,14-Jul-1997,Jul,N,M,,1991.5833443275412,25.0
3740,1997.07.12,Unprovoked,Unknown,,,Unspecified,12-Jul-1997,Jul,Y,M,,1991.5833443275412,25.0
3741,1997.07.02.R,Unprovoked,Unknown,,,Unspecified, 2-Jul-1997,Jul,N,M,,1991.5833443275412,25.0
3742,1997.06.24,Unprovoked,Unknown,,,Unspecified,24-Jun-1997,Jun,N,M,,1991.5833443275412,25.0
3743,1997.06.15,Unprovoked,Unknown,,,Unspecified,15-Jun-1997,Jun,N,M,,1991.5833443275412,25.0
3744,1997.06.09,Unprovoked,Unknown,,,Unspecified,09-Jun-1997,Jun,N,M,,1991.5833443275412,25.0
3745,1997.06.07,Unprovoked,Unknown,,,Unspecified,07-Jun-1997,Jun,Unknown,F,,1991.5833443275412,25.0
3746,1997.06.02,Unprovoked,Unknown,,,Unspecified,02-Jun-1997,Jun,N,F,,1991.5833443275412,25.0
3747,1997.05.31.c,Unprovoked,Unknown,,,Unspecified,31-May-1997,May,N,M,,1991.5833443275412,25.0
3748,1997.05.31.b,Unprovoked,Unknown,,,Unspecified,31-May-1997,May,N,F,,1991.5833443275412,25.0
3749,1997.05.31.a,Unprovoked,Unknown,,,Unspecified,31-May-1997,May,N,F,,1991.5833443275412,25.0
3750,1997.05.26,Unprovoked,Unknown,,,Unspecified,26-May-1997,May,N,M,,1991.5833443275412,25.0
3751,1997.05.17,Unprovoked,Unknown,,,Unspecified,17-May-1997,May,N,M,,1991.5833443275412,25.0
3752,1997.04.20,Unprovoked,Unknown,,,Unspecified,20-Apr-1997,Apr,N,M,,1991.5833443275412,25.0
3753,1997.02.28.b,Unprovoked,Unknown,,,Unspecified,28-Feb-1997,Feb,N,F,,1991.5833443275412,25.0
3754,1997.02.28.a,Unprovoked,Unknown,,,Unspecified,28-Feb-1997,Feb,N,M,,1991.5833443275412,25.0
3755,1997.02.21,Unprovoked,Unknown,,,Unspecified,21-Feb-1997,Feb,Unknown,F,,1991.5833443275412,25.0
3756,1997.02.20,Unprovoked,Unknown,,,Unspecified,20-Feb-1997,Feb,N,M,,1991.5833443275412,25.0
3757,1997.02.03,Unprovoked,Unknown,,,Unspecified,03-Feb-1997,Feb,N,F,,1991.5833443275412,25.0
3758,1997.01.25,Unprovoked,Unknown,,,Unspecified,25-Jan-1997,Jan,N,M,,1991.5833443275412,25.0
3759,1997.01.20,Unprovoked,Unknown,,,Unspecified,20-Jan-1997,Jan,Y,M,,1991.5833443275412,25.0
3760,1997.01.03.a,Unprovoked,Unknown,,,Unspecified,03-Jan-1997,Jan,Y,M,,1991.5833443275412,25.0
3761,1997.01.01,Unprovoked,Unknown,,,Unspecified,01-Jan-1997,Jan,N,F,,1991.5833443275412,25.0
3762,1996.12.29,Unprovoked,Unknown,,,Unspecified,29-Dec-1996,Dec,Unknown,M,,1991.5833443275412,25.0
3763,1996.12.10,Unprovoked,Unknown,,,Unspecified,10-Dec-1996,Dec,N,F,,1991.5833443275412,25.0
3764,1996.12.00.b,Unprovoked,Unknown,,,Unspecified,Dec-1996,,Y,M,,1991.5833443275412,25.0
3765,1996.12.00.a,Unprovoked,Unknown,,,Unspecified,Dec-1996,,N,M,,1991.5833443275412,25.0
3766,1996.11.29.a,Unprovoked,Unknown,,,Unspecified,29-Nov-1996,Nov,N,M,,1991.5833443275412,25.0
3767,1996.11.18,Unprovoked,Unknown,,,Unspecified,18-Nov-1996,Nov,N,M,,1991.5833443275412,25.0
3768,1996.10.28.b,Unprovoked,Unknown,,,Unspecified,28-Oct-1996,Oct,N,F,,1991.5833443275412,25.0
3769,1996.10.28.a,Unprovoked,Unknown,,,Unspecified,28-Oct-1996,Oct,N,M,,1991.5833443275412,25.0
3770,1996.10.09,Unprovoked,Unknown,,,Unspecified,09-Oct-1996,Oct,Y,M,,1991.5833443275412,25.0
3771,1996.10.05.,Unprovoked,Unknown,,,Unspecified,05-Oct-1996,Oct,N,M,,1991.5833443275412,25.0
3772,1996.10.03.b,Unprovoked,Unknown,,,Unspecified,03-Oct-1996,Oct,N,M,,1991.5833443275412,25.0
3773,1996.10.03.a,Unprovoked,Unknown,,,Unspecified,03-Oct-1996,Oct,N,F,,1991.5833443275412,25.0
3774,1996.10.00,Unprovoked,Unknown,,,Unspecified,Oct-1996,,N,F,,1991.5833443275412,25.0
3775,1996.09.18,Unprovoked,Unknown,,,Unspecified,18-Sep-1996,Sep,N,M,,1991.5833443275412,25.0
3776,1996.09.06.b,Unprovoked,Unknown,,,Unspecified,06-Sep-1996,Sep,N,F,,1991.5833443275412,25.0
3777,1996.09.06.a,Unprovoked,Unknown,,,Unspecified,06-Sep-1996,Sep,N,F,,1991.5833443275412,25.0
3778,1996.09.02.b,Unprovoked,Unknown,,,Unspecified,02-Sep-1996,Sep,N,F,,1991.5833443275412,25.0
3779,1996.09.02.a,Unprovoked,Unknown,,,Unspecified,02-Sep-1996,Sep,N,M,,1991.5833443275412,25.0
3780,1996.09.01.b,Unprovoked,Unknown,,,Unspecified,01-Sep-1996,Sep,Unknown,F,,1991.5833443275412,25.0
